                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0002,                 1.9362,                 2.9178,                 1.1562,                 0.0034,                0.98077,                0.54705,                0.40484,                0.00333,                0.96154,                0.54698,                0.42346,                0.71754,                 1.7904,                 3.2444,                 1.1659,                0.00048,                0.00048,                0.00048
